Rank Name Score Finish Time Q1 (4) Q2 (5) Q3 (6) Q4 (7)
1|yubowenok|22|0:35:36|0:05:09|0|0:10:16|0|0:20:51|0|0:35:36|0|
2|uwi|22|0:39:15|0:08:24|1|0:04:51|0|0:16:46|0|0:34:15|0|
3|igronemyk|22|0:39:59|0:07:19|0|0:10:15|0|0:39:59|0|0:25:20|0|
4|nhho|22|0:41:41|0:06:41|0|0:10:04|0|0:29:42|0|0:41:41|0|
5|hsuan-ting|22|0:42:22|0:06:29|0|0:10:34|0|0:27:06|0|0:42:22|0|
6|cai_lw|22|0:42:32|0:02:10|0|0:24:19|0|0:23:23|0|0:42:32|0|
7|YangZhenjian|22|0:45:26|0:04:49|0|0:09:02|0|0:20:44|0|0:45:26|0|
8|leungvb|22|0:45:29|0:05:13|0|0:07:47|0|0:24:25|0|0:45:29|0|
9|Netario36|22|0:45:41|0:06:44|0|0:11:09|0|0:25:57|0|0:45:41|0|
10|littlefriend1995|22|0:46:30|0:07:00|0|0:12:16|0|0:29:02|0|0:46:30|0|
11|deadRabbit|22|0:48:09|0:03:37|0|0:09:18|0|0:23:45|0|0:43:09|1|
12|okaduki|22|0:48:30|0:08:08|0|0:12:15|0|0:23:03|0|0:48:30|0|
13|x____x|22|0:49:08|0:04:30|0|0:15:14|0|0:32:11|1|0:44:08|0|
14|QingqingXii0iii|22|0:49:58|0:05:12|0|0:14:09|0|0:25:00|0|0:44:58|1|
15|5305519068|22|0:51:34|0:07:16|0|0:13:21|0|0:29:04|0|0:51:34|0|
16|daltao|22|0:53:12|0:09:06|0|0:12:47|0|0:29:21|0|0:53:12|0|
17|cthbst|22|0:53:32|0:05:21|0|0:10:48|0|0:23:32|0|0:43:32|2|
18|NEU20133823|22|0:53:50|0:04:00|0|0:14:18|0|0:30:25|0|0:48:50|1|
19|qwnjc|22|0:56:56|0:08:42|0|0:14:42|0|0:56:56|0|0:42:31|0|
20|xh286286|22|0:57:12|0:03:37|0|0:06:39|0|0:33:01|0|0:52:12|1|
21|szp14|22|0:57:53|0:05:54|0|0:08:43|0|0:30:49|1|0:52:53|0|
22|pentester|22|0:58:22|0:05:00|0|0:12:12|0|0:27:23|1|0:43:22|2|
23|GuangyuZhong|22|0:59:32|0:05:21|0|0:10:31|0|0:37:42|0|0:54:32|1|
24|nevergiveup|22|0:59:53|0:05:07|0|0:09:22|0|0:20:24|0|0:59:53|0|
25|cchao|22|0:59:54|0:49:54|2|0:12:44|0|0:28:11|0|0:43:10|0|
26|joon_young|22|1:01:28|0:05:49|0|0:20:08|0|0:42:30|0|1:01:28|0|
27|SaveVMK|22|1:02:19|0:03:09|0|0:06:20|0|0:11:57|0|0:52:19|2|
28|ZihanWang98|22|1:03:30|0:03:44|0|0:11:54|1|0:27:36|0|0:58:30|0|
29|lijinglun|22|1:03:38|0:09:31|1|0:17:41|0|0:35:06|0|0:58:38|0|
30|Hexadecimal|22|1:04:47|0:03:59|0|0:07:17|0|0:40:10|1|0:59:47|0|
31|LuckyPants|22|1:04:57|0:04:17|0|0:07:30|0|0:32:10|3|0:49:57|0|
32|pedro|22|1:05:04|0:06:53|0|0:09:09|0|0:28:03|0|1:00:04|1|
33|merryl|22|1:05:05|0:11:14|0|0:15:44|0|0:40:47|0|1:05:05|0|
34|kAc|22|1:05:56|0:08:33|0|0:14:19|1|0:27:41|0|0:50:56|2|
35|namasikanam|22|1:07:08|0:06:39|0|0:54:31|0|0:41:32|0|1:07:08|0|
36|karutz|22|1:09:01|0:04:38|0|0:08:28|0|0:59:01|1|0:47:40|1|
37|cuiaoxiang|22|1:09:43|0:24:53|0|0:24:16|0|0:54:43|2|0:30:02|1|
38|swm_sxt|22|1:10:54|0:06:09|0|0:13:53|0|0:35:51|1|0:55:54|2|
39|mchandy36|22|1:12:08|0:06:23|0|0:16:34|1|0:37:53|1|0:57:08|1|
40|unicorn2014|22|1:12:38|0:15:54|0|0:20:15|0|0:42:49|0|1:12:38|0|
41|zdai|22|1:12:50|0:07:25|0|0:14:48|0|0:42:35|0|1:07:50|1|
42|cheerforwhy|22|1:13:37|0:05:11|0|0:08:28|0|1:03:37|2|0:42:26|0|
43|ZYCSwing|22|1:14:56|0:09:01|0|0:19:43|0|0:27:48|0|1:14:56|0|
44|hongyi4|22|1:14:57|0:10:07|0|0:19:23|0|0:38:39|0|1:14:57|0|
45|robinz62|22|1:16:12|0:05:08|0|0:11:39|0|0:36:50|0|1:16:12|0|
46|zl1zl|22|1:17:48|0:08:49|0|0:13:06|0|1:07:48|0|0:50:15|2|
47|hanwang|22|1:18:55|0:05:19|0|0:09:11|0|0:42:24|3|1:03:55|0|
48|mintyc|22|1:21:42|0:07:29|0|0:14:05|0|0:40:47|0|1:16:42|1|
49|lixx2100|22|1:21:44|0:06:58|0|0:12:04|0|0:30:29|0|1:11:44|2|
50|DenisGubar|22|1:22:26|0:14:55|0|0:20:51|0|1:17:26|1|0:57:15|0|
51|zhantons|22|1:22:52|0:06:32|0|0:23:34|0|0:44:24|2|1:07:52|1|
52|chensuim|22|1:23:16|0:05:47|0|0:11:27|0|0:27:59|3|1:03:16|1|
53|terranw|22|1:23:18|0:06:41|0|0:13:51|0|0:52:48|1|1:18:18|0|
54|seraph1212|22|1:24:01|0:04:55|0|0:09:27|0|0:44:11|0|1:19:01|1|
55|mraheja99|22|1:25:30|0:05:08|0|0:11:40|0|0:45:11|0|1:15:30|2|
56|AmekiKyou|22|1:26:03|0:14:26|0|0:17:35|0|1:16:03|1|1:08:42|1|
57|A_Pinterest_Employee|22|1:27:12|0:05:57|0|0:11:19|0|0:31:16|1|1:12:12|2|
58|facelessvoid|22|1:28:01|0:04:24|0|0:16:41|0|0:36:44|1|1:18:01|1|
