Rank Name Score Finish Time Q1 (3) Q2 (5) Q3 (7) Q4 (10)
68|coreychen|12|1:11:51|-1|-1|0:44:38|1|1:01:51|0|-1|-1|
69|nevgivin|12|1:19:24|-1|-1|1:09:24|1|0:35:55|0|-1|-1|
70|ngochai94|12|1:19:29|-1|-1|0:28:05|3|0:49:29|0|-1|-1|
71|.Jeffrey|12|1:25:53|-1|-1|0:41:44|3|0:55:53|0|-1|-1|
72|zornlemma|12|1:29:52|-1|-1|0:53:47|1|1:19:52|0|-1|-1|
73|music_box|12|1:43:09|-1|-1|1:13:09|1|1:03:53|2|-1|-1|
74|70664914|12|2:12:45|-1|-1|0:45:04|1|1:32:45|3|-1|-1|
75|fvdcx|12|2:31:03|-1|-1|1:15:47|4|1:51:03|0|-1|-1|
76|7color|12|2:43:46|-1|-1|0:29:03|4|1:33:46|3|-1|-1|
77|Teveillan|10|0:22:02|0:05:39|0|-1|-1|0:22:02|0|-1|-1|
78|layor|10|0:33:24|0:12:48|0|-1|-1|0:33:24|0|-1|-1|
79|GooZy|10|0:38:08|0:16:38|0|-1|-1|0:38:08|0|-1|-1|
80|marcipano|10|0:42:09|0:20:22|0|-1|-1|0:42:09|0|-1|-1|
81|hendi.lie.5|10|0:44:48|0:08:06|0|-1|-1|0:34:48|1|-1|-1|
82|wq1992|10|0:46:30|0:33:00|0|-1|-1|0:46:30|0|-1|-1|
83|just_not_over_12|10|0:51:37|0:01:03|0|-1|-1|0:41:37|1|-1|-1|
84|groupbuilder|10|0:55:12|0:08:18|0|-1|-1|0:55:12|0|-1|-1|
85|NerdyCoder|10|0:59:09|0:17:22|0|-1|-1|0:59:09|0|-1|-1|
86|democoffee|10|1:04:25|0:48:40|0|-1|-1|1:04:25|0|-1|-1|
87|daiweidavid1|10|1:06:55|0:24:27|0|-1|-1|1:06:55|0|-1|-1|
88|kepingwang|10|1:09:18|0:20:00|0|-1|-1|1:09:18|0|-1|-1|
89|purkyston|10|1:10:25|-1|-1|-1|-1|-1|-1|1:00:25|1|
90|bookshadow|10|1:12:24|0:22:27|0|-1|-1|1:12:24|0|-1|-1|
91|seeker_13|10|1:12:39|0:28:34|0|-1|-1|1:12:39|0|-1|-1|
92|kumalimak|10|1:20:19|0:23:54|0|-1|-1|1:20:19|0|-1|-1|
93|mwistrom|10|1:22:46|0:12:28|0|-1|-1|1:02:46|2|-1|-1|
94|szp14|10|1:23:45|1:23:45|0|-1|-1|0:43:11|0|-1|-1|
95|ayzmkk|10|1:30:50|0:23:58|0|-1|-1|1:30:50|0|-1|-1|
96|leetcodepremium|10|1:34:17|0:25:20|0|-1|-1|1:34:17|0|-1|-1|
97|Guolong|10|1:35:48|0:27:44|0|-1|-1|1:35:48|0|-1|-1|
98|rayshih|10|1:36:39|0:31:02|0|-1|-1|1:36:39|0|-1|-1|
99|yanyuchunqiu|10|1:38:41|-1|-1|-1|-1|-1|-1|1:38:41|0|
100|jvking|10|1:43:23|-1|-1|-1|-1|-1|-1|1:43:23|0|
101|zygote|10|1:45:36|0:25:19|0|-1|-1|1:45:36|0|-1|-1|
102|iroot900|10|1:46:15|0:12:04|0|-1|-1|1:46:15|0|-1|-1|
103|batilei|10|1:47:16|1:47:16|0|-1|-1|0:41:50|0|-1|-1|
104|feryanto|10|1:48:11|1:38:11|1|-1|-1|1:21:47|0|-1|-1|
105|llyou|10|2:00:53|1:06:06|0|-1|-1|1:50:53|1|-1|-1|
106|hughwung@gmail.com|10|2:03:17|-1|-1|-1|-1|-1|-1|1:43:17|2|
107|EnderZ|10|2:04:13|1:54:13|0|-1|-1|1:28:51|1|-1|-1|
108|wormtooth|8|0:58:05|0:29:20|0|0:48:05|1|-1|-1|-1|-1|
109|louisgb|8|1:05:29|1:05:29|0|0:47:07|0|-1|-1|-1|-1|
110|kejin|8|1:09:02|0:43:24|0|1:09:02|0|-1|-1|-1|-1|
111|xiangyuan|8|1:21:12|0:28:01|0|1:11:12|1|-1|-1|-1|-1|
112|pythagoraskitty|8|1:23:27|0:23:51|0|1:13:27|1|-1|-1|-1|-1|
113|OrangeApple3|8|1:25:19|0:43:45|0|1:25:19|0|-1|-1|-1|-1|
114|pandamaooo|8|1:31:32|0:27:17|0|1:11:32|2|-1|-1|-1|-1|
115|jarzeb|8|1:31:57|0:29:04|0|1:21:57|1|-1|-1|-1|-1|
116|Bujejuh|8|1:33:11|1:05:55|0|1:33:11|0|-1|-1|-1|-1|
117|zhangCabbage|8|1:50:19|0:34:15|0|1:30:19|2|-1|-1|-1|-1|
118|zhsl|8|1:51:58|0:48:46|0|1:31:58|2|-1|-1|-1|-1|
119|luntai|8|1:57:57|0:42:32|0|1:27:57|3|-1|-1|-1|-1|
120|xipeace|8|2:02:34|0:16:46|0|1:22:34|4|-1|-1|-1|-1|
121|kimixuchen|8|2:03:53|0:31:41|0|1:23:53|4|-1|-1|-1|-1|
122|jslhcl|8|2:11:10|1:51:10|0|0:41:42|2|-1|-1|-1|-1|
123|twangal|7|0:17:19|-1|-1|-1|-1|0:17:19|0|-1|-1|
124|arknave|7|0:25:10|-1|-1|-1|-1|0:25:10|0|-1|-1|
125|KircheisHe|7|0:39:28|-1|-1|-1|-1|0:29:28|1|-1|-1|
126|hanzichi|7|0:40:31|-1|-1|-1|-1|0:40:31|0|-1|-1|
127|t1|7|0:48:49|-1|-1|-1|-1|0:38:49|1|-1|-1|
128|hesham|7|0:51:03|-1|-1|-1|-1|0:51:03|0|-1|-1|
129|hhyhhyhy|7|0:51:37|-1|-1|-1|-1|0:51:37|0|-1|-1|
130|Irving_cl|7|0:53:33|-1|-1|-1|-1|0:43:33|1|-1|-1|
131|ffbh|7|1:07:22|-1|-1|-1|-1|1:07:22|0|-1|-1|
132|wgtdkp|7|1:09:08|-1|-1|-1|-1|0:59:08|1|-1|-1|
133|perry304|7|1:09:45|-1|-1|-1|-1|1:09:45|0|-1|-1|
134|abdullahamcs|7|1:12:27|-1|-1|-1|-1|1:12:27|0|-1|-1|
135|iswindyzhao|7|1:13:11|-1|-1|-1|-1|1:13:11|0|-1|-1|
136|RainVision|7|1:14:07|-1|-1|-1|-1|1:14:07|0|-1|-1|
137|jaly50|7|1:16:10|-1|-1|-1|-1|1:16:10|0|-1|-1|
138|shuvra|7|1:18:10|-1|-1|-1|-1|1:18:10|0|-1|-1|
139|jinchun.zhan|7|1:19:20|-1|-1|-1|-1|1:19:20|0|-1|-1|
140|opmiss|7|1:24:16|-1|-1|-1|-1|1:24:16|0|-1|-1|
141|doaj666|7|1:25:13|-1|-1|-1|-1|1:25:13|0|-1|-1|
142|vin2|7|1:25:23|-1|-1|-1|-1|1:25:23|0|-1|-1|
143|lazybuddy|7|1:25:55|-1|-1|-1|-1|1:15:55|1|-1|-1|
144|lovedsp210|7|1:30:59|-1|-1|-1|-1|1:20:59|1|-1|-1|
145|boyangzhang|7|1:34:02|-1|-1|-1|-1|1:24:02|1|-1|-1|
146|agalad|7|1:34:48|-1|-1|-1|-1|1:14:48|2|-1|-1|
147|chenxigrace|7|1:36:08|-1|-1|-1|-1|1:16:08|2|-1|-1|
148|aqin|7|1:36:25|-1|-1|-1|-1|1:36:25|0|-1|-1|
149|1a2012|7|1:36:33|-1|-1|-1|-1|1:36:33|0|-1|-1|
150|xingfenglovedt|7|1:37:37|-1|-1|-1|-1|1:17:37|2|-1|-1|
151|Zhuzeng|7|1:39:57|-1|-1|-1|-1|1:19:57|2|-1|-1|
152|zyzkakaws|7|1:41:25|-1|-1|-1|-1|1:21:25|2|-1|-1|
153|tommyzhangming|7|1:43:06|-1|-1|-1|-1|1:33:06|1|-1|-1|
154|flyby23|7|1:46:29|-1|-1|-1|-1|1:46:29|0|-1|-1|
155|JIE2016|7|1:49:14|-1|-1|-1|-1|1:49:14|0|-1|-1|
156|compton_scatter|7|1:51:07|-1|-1|-1|-1|1:41:07|1|-1|-1|
157|zp007|7|1:52:47|-1|-1|-1|-1|1:52:47|0|-1|-1|
158|jiaohy|7|1:54:04|-1|-1|-1|-1|1:34:04|2|-1|-1|
159|reknix|7|1:57:04|-1|-1|-1|-1|1:37:04|2|-1|-1|
160|mustafa_omer|7|1:58:13|-1|-1|-1|-1|1:48:13|1|-1|-1|
161|guzh870423|7|2:00:48|-1|-1|-1|-1|1:40:48|2|-1|-1|
162|Zhen_Li|7|2:07:56|-1|-1|-1|-1|1:27:56|4|-1|-1|
163|kangtaku|7|2:13:37|-1|-1|-1|-1|1:23:37|5|-1|-1|
164|rob9845|7|2:17:11|-1|-1|-1|-1|1:37:11|4|-1|-1|
165|zyoppy008|7|2:38:07|-1|-1|-1|-1|1:38:07|6|-1|-1|
166|Samuri|7|2:45:43|-1|-1|-1|-1|1:45:43|6|-1|-1|
167|kevin36|7|2:55:20|-1|-1|-1|-1|1:35:20|8|-1|-1|
168|LTKJ|5|0:21:54|-1|-1|0:21:54|0|-1|-1|-1|-1|
169|BhuB|5|0:28:20|-1|-1|0:18:20|1|-1|-1|-1|-1|
170|o_sharp|5|0:29:43|-1|-1|0:29:43|0|-1|-1|-1|-1|
171|pptforward|5|0:36:59|-1|-1|0:26:59|1|-1|-1|-1|-1|
172|krishnan.neeraj|5|0:44:13|-1|-1|0:34:13|1|-1|-1|-1|-1|
173|sonicxp|5|0:49:04|-1|-1|0:49:04|0|-1|-1|-1|-1|
174|danzhutest|5|0:52:20|-1|-1|0:52:20|0|-1|-1|-1|-1|
175|Fightway|5|0:52:45|-1|-1|0:42:45|1|-1|-1|-1|-1|
176|timd000|5|0:54:27|-1|-1|0:54:27|0|-1|-1|-1|-1|
177|gaoy|5|0:56:31|-1|-1|0:56:31|0|-1|-1|-1|-1|
178|xyzt|5|0:56:40|-1|-1|0:46:40|1|-1|-1|-1|-1|
179|name42|5|1:00:11|-1|-1|0:20:11|4|-1|-1|-1|-1|
180|Anna_17|5|1:01:20|-1|-1|0:51:20|1|-1|-1|-1|-1|
181|carson529|5|1:01:28|-1|-1|0:31:28|3|-1|-1|-1|-1|
182|kiven|5|1:03:15|-1|-1|0:53:15|1|-1|-1|-1|-1|
183|ztztzt8888|5|1:03:22|-1|-1|0:33:22|3|-1|-1|-1|-1|
184|mehdijj|5|1:04:35|-1|-1|1:04:35|0|-1|-1|-1|-1|
185|shiyuji|5|1:05:34|-1|-1|0:35:34|3|-1|-1|-1|-1|
186|Cesar|5|1:06:23|-1|-1|1:06:23|0|-1|-1|-1|-1|
187|JeffD|5|1:06:57|-1|-1|0:56:57|1|-1|-1|-1|-1|
188|AhPan0713|5|1:07:15|-1|-1|0:47:15|2|-1|-1|-1|-1|
189|sanxi|5|1:11:26|-1|-1|0:41:26|3|-1|-1|-1|-1|
190|navid|5|1:13:22|-1|-1|1:03:22|1|-1|-1|-1|-1|
191|hao250|5|1:17:46|-1|-1|0:57:46|2|-1|-1|-1|-1|
192|lucasjl|5|1:18:22|-1|-1|0:48:22|3|-1|-1|-1|-1|
193|digitor|5|1:19:00|-1|-1|0:39:00|4|-1|-1|-1|-1|
194|guolinsen123|5|1:22:01|-1|-1|1:02:01|2|-1|-1|-1|-1|
195|leetcodeaccount|5|1:22:48|-1|-1|1:22:48|0|-1|-1|-1|-1|
196|KuangChih|5|1:25:09|-1|-1|1:15:09|1|-1|-1|-1|-1|
197|realisking|5|1:25:42|-1|-1|1:25:42|0|-1|-1|-1|-1|
198|Johnny9L|5|1:26:25|-1|-1|1:26:25|0|-1|-1|-1|-1|
199|TusharJadhav|5|1:26:36|-1|-1|1:26:36|0|-1|-1|-1|-1|
200|ahistaka|5|1:28:28|-1|-1|1:18:28|1|-1|-1|-1|-1|
201|mo8|5|1:32:21|-1|-1|1:02:21|3|-1|-1|-1|-1|
202|tekmark|5|1:32:38|-1|-1|1:02:38|3|-1|-1|-1|-1|
203|AlexHenkel|5|1:33:33|-1|-1|1:13:33|2|-1|-1|-1|-1|
204|QQBear|5|1:34:28|-1|-1|1:24:28|1|-1|-1|-1|-1|
205|jonesbp|5|1:39:18|-1|-1|1:29:18|1|-1|-1|-1|-1|
206|xor10|5|1:41:39|-1|-1|1:41:39|0|-1|-1|-1|-1|
207|Hexadecimal|5|1:43:12|-1|-1|1:13:12|3|-1|-1|-1|-1|
208|hjy96|5|1:46:29|-1|-1|1:36:29|1|-1|-1|-1|-1|
209|murali|5|1:47:22|-1|-1|1:07:22|4|-1|-1|-1|-1|
210|InterMB|5|1:50:05|-1|-1|1:40:05|1|-1|-1|-1|-1|
211|xn1990114|5|1:52:02|-1|-1|0:52:02|6|-1|-1|-1|-1|
212|kkliz|5|1:58:00|-1|-1|1:38:00|2|-1|-1|-1|-1|
213|jychstar|5|1:58:13|-1|-1|1:48:13|1|-1|-1|-1|-1|
214|pipo|5|1:59:03|-1|-1|1:59:03|0|-1|-1|-1|-1|
215|jecyhw|5|2:00:25|-1|-1|1:30:25|3|-1|-1|-1|-1|
216|Felix_|5|2:02:53|-1|-1|1:32:53|3|-1|-1|-1|-1|
217|yuanboli|5|2:05:52|-1|-1|1:25:52|4|-1|-1|-1|-1|
218|Ipeq1|5|2:09:18|-1|-1|0:29:18|10|-1|-1|-1|-1|
219|concon|5|2:19:52|-1|-1|1:19:52|6|-1|-1|-1|-1|
220|uwmath|5|2:41:40|-1|-1|1:31:40|7|-1|-1|-1|-1|
221|2015E1511301|5|3:34:02|-1|-1|1:54:02|10|-1|-1|-1|-1|
222|xingxinghanzi|5|4:06:29|-1|-1|1:36:29|15|-1|-1|-1|-1|
223|yangluphil|3|0:10:25|0:10:25|0|-1|-1|-1|-1|-1|-1|
224|rujieyin|3|0:12:47|0:12:47|0|-1|-1|-1|-1|-1|-1|
225|AlexInTown|3|0:12:53|0:12:53|0|-1|-1|-1|-1|-1|-1|
226|bluedawnstar|3|0:16:08|0:16:08|0|-1|-1|-1|-1|-1|-1|
227|shizuka|3|0:17:07|0:17:07|0|-1|-1|-1|-1|-1|-1|
228|wgl|3|0:18:27|0:18:27|0|-1|-1|-1|-1|-1|-1|
229|Rae|3|0:19:21|0:19:21|0|-1|-1|-1|-1|-1|-1|
230|data|3|0:21:58|0:21:58|0|-1|-1|-1|-1|-1|-1|
231|sarafina527|3|0:23:15|0:23:15|0|-1|-1|-1|-1|-1|-1|
232|blueirene|3|0:25:05|0:25:05|0|-1|-1|-1|-1|-1|-1|
233|yorkshire|3|0:25:11|0:25:11|0|-1|-1|-1|-1|-1|-1|
234|mengjintao|3|0:26:01|0:26:01|0|-1|-1|-1|-1|-1|-1|
235|youngyy|3|0:28:26|0:28:26|0|-1|-1|-1|-1|-1|-1|
236|kevincabbage|3|0:28:28|0:28:28|0|-1|-1|-1|-1|-1|-1|
237|jariasf|3|0:29:58|0:29:58|0|-1|-1|-1|-1|-1|-1|
238|ndg4you|3|0:32:50|0:32:50|0|-1|-1|-1|-1|-1|-1|
239|cooldown|3|0:35:00|0:35:00|0|-1|-1|-1|-1|-1|-1|
240|CoderLeung|3|0:36:54|0:36:54|0|-1|-1|-1|-1|-1|-1|
241|jc0|3|0:40:29|0:40:29|0|-1|-1|-1|-1|-1|-1|
242|fallcreek|3|0:45:37|0:45:37|0|-1|-1|-1|-1|-1|-1|
243|giwan|3|0:47:21|0:47:21|0|-1|-1|-1|-1|-1|-1|
244|liu31|3|0:51:33|0:51:33|0|-1|-1|-1|-1|-1|-1|
245|Jason2013|3|0:58:30|0:58:30|0|-1|-1|-1|-1|-1|-1|
246|sunhong|3|1:00:16|1:00:16|0|-1|-1|-1|-1|-1|-1|
247|程顺均|3|1:10:36|1:10:36|0|-1|-1|-1|-1|-1|-1|
248|taywenbin|3|1:21:07|1:21:07|0|-1|-1|-1|-1|-1|-1|
249|sergey12|3|1:21:10|1:21:10|0|-1|-1|-1|-1|-1|-1|
250|cpatti|3|1:50:01|1:50:01|0|-1|-1|-1|-1|-1|-1|
251|Teppi|3|1:50:03|1:50:03|0|-1|-1|-1|-1|-1|-1|
252|peida2015|3|1:52:18|1:52:18|0|-1|-1|-1|-1|-1|-1|
253|w197911991|3|2:00:53|1:40:53|2|-1|-1|-1|-1|-1|-1|
254|domfarolino|3|2:03:27|1:53:27|1|-1|-1|-1|-1|-1|-1|
255|1337c0d3r|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
256|GaryXu|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
257|liuchang0812|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
258|edisondun|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
259|utlw|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
260|NoCoriander|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
261|zhangvszhang|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
262|fiveface|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
263|frankmanbb|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
264|felixtian25|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
265|kylejao|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
266|ibmtp380|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
267|fatalme|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
268|ivanlw|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
269|xm1223|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
270|baoshijie|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
271|kid1412z|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
272|zinking|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
273|happysshao|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
274|DonaldTrump|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
275|antonio081014|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
276|iten123|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
277|nikolodien|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
278|mingthor|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
279|zd4everaurora|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
280|jedihy|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
281|cheers32|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
282|stepheno|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
283|penhaunt|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
284|lanyunzhang|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
285|vortexyin|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
286|martiboy|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
287|diveinto|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
288|venkateshjn|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
289|yuhan210|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
290|jieao_zhu|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
291|pinkdatura|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
292|wjhssfs|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
293|athena|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
294|pirateraphael|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
295|freshbaby77|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
296|xidui|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
297|chenyaoyi|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
298|Patrickcxt|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
299|Yoursong|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
300|wbqtac|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
301|jianyi|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
302|slhuang|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
303|tashia|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
304|_innerpeace|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
305|Stomach_ache|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
306|ZZJJ|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
307|jj97|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
308|bigteeth2012|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
309|swortal|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
310|noosc|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
311|jeffreylyg|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
312|xwq|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
313|abc3340479|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
314|fun4LeetCode|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
315|MarsDragon|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
316|brotherhuang|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
317|ashutoshtyagi1993|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
318|whieeoej|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
319|wiwika|0|0:00:00|-1|-1|-1|-1|-1|-1|-1|-1|
